Synced to SGD on Sat Jul  8 00:51:42 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	mutation	alpha library plate	alpha library row	alpha library column	notes	
[DPI-2]	3	5	YLR288C	MEC3	PSO9|PIP3	DNA damage and meiotic pachytene checkpoint protein; subunit of a heterotrimeric complex (Rad17p-Mec3p-Ddc1p) that forms a sliding clamp, loaded onto partial duplex DNA by a clamp loader complex; homolog of human and S. pombe Hus1	telomere organization, chromatin organization, cellular response to DNA damage stimulus, DNA recombination, regulation of cell cycle	DNA binding	nucleus, chromosome	mec3 null	6	F	3	
[DPI-2]	3	6	YOR202W	HIS3-BLANK	-	-	-	-	-	WT	-	-	-	
[DPI-2]	3	7	YPR164W	MMS1	SLM6|RTT108	Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase, preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay	RNA catabolic process, DNA repair, DNA replication, DNA recombination, cellular response to DNA damage stimulus, transposition	molecular_function	other	mms1 null	6	I	9	
[DPI-2]	3	8	YPL024W	RMI1	NCE4	Subunit of the RecQ (Sgs1p) - Topo III (Top3p) complex; stimulates superhelical relaxing, DNA catenation/decatenation and ssDNA binding activities of Top3p; involved in response to DNA damage; functions in S phase-mediated cohesion establishment via a pathway involving the Ctf18-RFC complex and Mrc1p; stimulates Top3p DNA catenation/decatenation activity; null mutants display increased rates of recombination and delayed S phase	mitotic cell cycle, organelle fission, cellular response to DNA damage stimulus, chromosome segregation	DNA binding, enzyme regulator activity	nucleus, chromosome, cytoplasm	rmi1 null	6	M	20	
[DPI-2]	3	9	YPL018W	CTF19	MCM18	Outer kinetochore protein, needed for accurate chromosome segregation; component of kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p) that functions as platform for kinetochore assembly; required for spindle assembly checkpoint; minimizes potentially deleterious centromere-proximal crossovers by preventing meiotic DNA break formation proximal to centromere; homolog of human centromere constitutive-associated network (CCAN) subunit CENP-P and fission yeast fta2	mitotic cell cycle, organelle fission, regulation of organelle organization, chromosome segregation, regulation of cell cycle	molecular_function	nucleus, chromosome	ctf19 null	6	O	8	
[DPI-2]	3	10	YPL013C	MRPS16	mitochondrial 37S ribosomal protein MRPS16	Mitochondrial ribosomal protein of the small subunit	mitochondrial translation, mitochondrion organization	structural molecule activity, structural constituent of ribosome	ribosome, mitochondrion, cytoplasm	mrps16 null	6	O	16	
[DPI-2]	3	11	YNL201C	PSY2	-	Subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form the active complex, Psy4p may provide additional substrate specificity; regulates recovery from the DNA damage checkpoint, the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; Pph3p and Psy2p localize to foci on meiotic chromosomes; putative homolog of mammalian R3	meiotic cell cycle, DNA repair, response to chemical, organelle fission, protein dephosphorylation, regulation of organelle organization, cellular response to DNA damage stimulus, regulation of DNA metabolic process, signaling, regulation of cell cycle	enzyme regulator activity	nucleus, chromosome	psy2 null	7	C	18	
[DPI-2]	3	12	YFR049W	YMR31	KGD4|mitochondrial 37S ribosomal protein YMR31	Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase; recruits E3 subunit (Lpd1p) to the E1-E2 (Kgd1p, Kgd2p) core; has similarity to human mitochondrial ribosomal protein MRP-S36	mitochondrial translation, mitochondrion organization, generation of precursor metabolites and energy, cellular respiration	structural constituent of ribosome, oxidoreductase activity, structural molecule activity	ribosome, mitochondrion, cytoplasm	ymr31 null	7	D	18	
[DPI-2]	4	1	YDR289C	RTT103	-	Protein involved in transcription termination by RNA polymerase II; interacts with exonuclease Rat1p and Rai1p; has an RPR domain (carboxy-terminal domain interacting domain); also involved in regulation of Ty1 transposition	mRNA processing, cellular response to DNA damage stimulus, transposition	enzyme binding	nucleus, chromosome	rtt103 null	7	I	19	
[DPI-2]	4	2	YFL023W	BUD27	URI1	Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I, II, and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP	translational initiation, protein complex biogenesis	molecular_function	ribosome, cytoplasm	bud27 null	8	J	10	
[DPI-2]	4	3	YKR082W	NUP133	RAT3	Subunit of Nup84p subcomplex of nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis; is involved in establishment of a normal nucleocytoplasmic concentration gradient of GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at nuclear periphery, including double-strand break repair, transcription and chromatin silencing; relocalizes to cytosol in response to hypoxia; homolog of human NUP133	response to heat, DNA repair, protein targeting, chromatin organization, cellular response to DNA damage stimulus, nucleobase-containing compound transport, transcription from RNA polymerase II promoter, nuclear transport, nucleus organization	structural molecule activity	nucleus, endomembrane system, membrane, cytoplasm	nup133 null	8	L	9	
[DPI-2]	4	4	YMR063W	RIM9	-	Plasma membrane protein of unknown function; involved in the proteolytic activation of Rim101p in response to alkaline pH; interacts with Rim21p and Dfg16p to form a pH-sensing complex in the Rim101 pathway and is required to maintain Rim21p levels; has similarity to A. nidulans PalI;	meiotic cell cycle, sporulation	molecular_function	membrane, plasma membrane	rim9 null	8	L	15	
[DPI-2]	4	5	YFL053W	DAK2	dihydroxyacetone kinase	Dihydroxyacetone kinase; required for detoxification of dihydroxyacetone (DHA); involved in stress adaptation	carbohydrate metabolic process, response to chemical	kinase activity, transferase activity	cellular_component	dak2 null	8	N	8	
[DPI-2]	4	6	YOR202W	HIS3-BLANK	-	-	-	-	-	WT	-	-	-	
[DPI-2]	4	7	YMR075W	RCO1	-	Essential component of the Rpd3S histone deacetylase complex; interacts with Eaf3p	chromatin organization, DNA replication, regulation of DNA metabolic process, transcription from RNA polymerase II promoter, histone modification, DNA-templated transcription, elongation	molecular_function	nucleus, chromosome	rco1 null	8	N	15	
[DPI-2]	4	8	YMR129W	POM152	-	Glycoprotein subunit of transmembrane ring of nuclear pore complex; contributes to nucleocytoplasmic transport, nuclear pore complex (NPC) biogenesis and spindle pole body duplication; homologous to human NUP210	protein targeting, cytoskeleton organization, nuclear transport, nucleus organization	structural molecule activity	nucleus, endomembrane system, mitochondrion, membrane, cytoplasm	pom152 null	9	B	12	
[DPI-2]	4	9	YJL030W	MAD2	spindle checkpoint protein MAD2	Component of the spindle-assembly checkpoint complex; delays onset of anaphase in cells with defects in mitotic spindle assembly; forms a complex with Mad1p; regulates APC/C activity during prometaphase and metaphase of meiosis I; gene dosage imbalance between MAD1 and MAD2 leads to chromosome instability	mitotic cell cycle, organelle fission, regulation of organelle organization, chromosome segregation, regulation of cell cycle	molecular_function	nucleus, endomembrane system, chromosome	mad2 null	9	F	13	
[DPI-2]	4	10	YJL013C	MAD3	-	Subunit of spindle-assembly checkpoint complex; involved in delaying anaphase onset in cells with defects in mitotic spindle assembly; pseudosubstrate inhibitor of APC(Cdc20), the anaphase promoting complex involved in securin (Pds1p) turnover; MAD3 has a paralog, BUB1, that arose from the whole genome duplication	mitotic cell cycle, meiotic cell cycle, organelle fission, regulation of organelle organization, regulation of cell cycle, chromosome segregation	molecular_function	nucleus	mad3 null	10	B	7	
[DPI-2]	4	11	YML041C	VPS71	SWC6	Nucleosome-binding component of the SWR1 complex; SWR1 exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for vacuolar protein sorting	protein targeting, chromatin organization	chromatin binding	nucleus, chromosome	vps71 null	11	G	21	
[DPI-2]	4	12	YDR446W	ECM11	-	Meiosis-specific protein; component of the Synaptonemal Complex (SC) along with Gmc2p; required for efficient crossover formation and for the efficient loading of the SC transverse filament protein, Zip1p; is SUMOlytaed in a Gmc2p manner, and SUMOylation is required for its function in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure	meiotic cell cycle, organelle fission, DNA recombination	molecular_function	nucleus, chromosome	ecm11 null	12	C	10	
[DPI-2]	5	1	YDR485C	VPS72	SWC2	Htz1p-binding component of the SWR1 complex; exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; may function as a lock that prevents removal of H2AZ from nucleosomes; required for vacuolar protein sorting	chromatin organization	histone binding	nucleus, chromosome, cytoplasm	vps72 null	12	G	18	
[DPI-2]	5	2	YDR439W	LRS4	-	Nucleolar protein that forms a complex with Csm1p; and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation	meiotic cell cycle, organelle fission, chromatin organization, chromosome segregation, nucleus organization	molecular_function	nucleus, chromosome, nucleolus	lrs4 null	12	G	22	
[DPI-2]	5	3	YDL070W	BDF2	-	Protein involved in transcription initiation; acts at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p; protein abundance increases in response to DNA replication stress; BDF2 has a paralog, BDF1, that arose from the whole genome duplication	chromatin organization, regulation of organelle organization	histone binding, DNA binding, transcription factor binding	nucleus	bdf2 null	12	N	23	
[DPI-2]	5	4	YER173W	RAD24	RS1	Checkpoint protein; involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein	meiotic cell cycle, DNA repair, organelle fission, cellular response to DNA damage stimulus, DNA recombination, regulation of cell cycle	hydrolase activity, DNA binding, ATPase activity	nucleus, chromosome	rad24 null	13	B	4	
[DPI-2]	5	5	YER173W	RAD24	RS1	Checkpoint protein; involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein	meiotic cell cycle, DNA repair, organelle fission, cellular response to DNA damage stimulus, DNA recombination, regulation of cell cycle	hydrolase activity, DNA binding, ATPase activity	nucleus, chromosome	rad24 null	13	B	4	
[DPI-2]	5	6	YOR202W	HIS3-BLANK	-	-	-	-	-	WT	-	-	-	
[DPI-2]	5	7	YPL152W	RRD2	peptidylprolyl isomerase RRD2|YPA2	Peptidyl-prolyl cis/trans-isomerase; also activates the phosphotyrosyl phosphatase activity of protein phosphatase 2A (PP2A); regulates G1 phase progression, the osmoresponse, microtubule dynamics; subunit of the Tap42p-Pph21p-Rrd2p complex; protein abundance increases in response to DNA replication stress	mitotic cell cycle, organelle fission, cytoskeleton organization, response to osmotic stress	isomerase activity, enzyme regulator activity	other	rrd2 null	13	C	19	
[DPI-2]	5	8	YMR055C	BUB2	PAC7	Mitotic exit network regulator; forms GTPase-activating Bfa1p-Bub2p complex that binds Tem1p and spindle pole bodies, blocks cell cycle progression before anaphase in response to spindle and kinetochore damage	mitotic cell cycle, organelle fission, regulation of organelle organization, chromosome segregation, regulation of cell cycle	enzyme regulator activity	cytoskeleton, microtubule organizing center, cytoplasm	bub2 null	13	D	18	
[DPI-2]	5	9	YMR167W	MLH1	mismatch repair ATPase MLH1|PMS2	Protein required for mismatch repair in mitosis and meiosis; also required for crossing over during meiosis; forms a complex with Pms1p and Msh2p-Msh3p during mismatch repair; human homolog is associated with hereditary non-polyposis colon cancer	meiotic cell cycle, DNA repair, organelle fission, cellular response to DNA damage stimulus, DNA recombination	hydrolase activity, DNA binding, ion binding, ATPase activity	nucleus, mitochondrion, cytoplasm	mlh1 null	13	I	22	
[DPI-2]	5	10	YOR328W	PDR10	ATP-binding cassette multidrug transporter PDR10	ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p	response to chemical, transmembrane transport	hydrolase activity, transmembrane transporter activity, ATPase activity	vacuole, membrane, cytoplasm, plasma membrane	pdr10 null	13	O	2	
[DPI-2]	5	11	YOL072W	THP1	BUD29	Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding	mitotic cell cycle, DNA repair, cytokinesis, cellular response to DNA damage stimulus, nucleobase-containing compound transport, RNA catabolic process, mRNA processing, transcription from RNA polymerase II promoter, nuclear transport, DNA-templated transcription, elongation	RNA binding, DNA binding	nucleus, endomembrane system	thp1 null	14	B	8	
[DPI-2]	5	12	YOL076W	MDM20	NAA25|DEC1	Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly	peptidyl-amino acid modification, protein acylation, organelle inheritance, mitochondrion organization, cytoskeleton organization, regulation of organelle organization	transferase activity	cytoplasm	mdm20 null	14	B	12	
[DPI-2]	6	1	YOL115W	PAP2	non-canonical poly(A) polymerase PAP2|TRF4	Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of TRAMP; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; required for mRNA surveillance and maintenance of genome integrity, serving as a link between RNA and DNA metabolism; overlapping but non-redundant functions with Trf5p; relocalizes to cytosol in response to hypoxia	meiotic cell cycle, snoRNA processing, organelle fission, tRNA processing, DNA recombination, RNA modification, DNA repair, cellular response to DNA damage stimulus, RNA catabolic process, regulation of DNA metabolic process	RNA binding, nucleotidyltransferase activity, hydrolase activity, transferase activity, lyase activity, mRNA binding, helicase activity, ATPase activity	nucleus, nucleolus, cytoplasm	trf4 null	14	E	19	
[DPI-2]	6	2	YKL208W	CBT1	SOC1	Protein involved in 5' RNA end processing; substrates include mitochondrial COB, 15S_rRNA, and RPM1 transcripts; may also have a role in 3' end processing of the COB pre-mRNA; displays genetic interaction with cell cycle-regulated kinase Dbf2p	mRNA processing, protein complex biogenesis	molecular_function	mitochondrion, cytoplasm	cbt1 null	14	I	11	
[DPI-2]	6	3	YML116W	ATR1	borate transporter|SNQ1	Multidrug efflux pump of the major facilitator superfamily; required for resistance to aminotriazole and 4-nitroquinoline-N-oxide; ATR1 has a paralog, YMR279C, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress	response to chemical, transmembrane transport, ion transport	transmembrane transporter activity	vacuole, membrane, cytoplasm, plasma membrane	atr1 null	14	K	21	
[DPI-2]	6	4	YDL179W	PCL9	-	Cyclin; forms a functional kinase complex with Pho85p cyclin-dependent kinase (Cdk), expressed in late M/early G1 phase, activated by Swi5p; PCL9 has a paralog, PCL2, that arose from the whole genome duplication	mitotic cell cycle	enzyme regulator activity	cellular bud, site of polarized growth	pcl9 null	15	B	13	
[DPI-2]	6	5	YBL046W	PSY4	HSM6	Regulatory subunit of protein phosphatase PP4; presence of Psy4p in the PP4 complex (along with catalytic subunit Pph3p and Psy2p) is required for dephosphorylation of the histone variant H2AX, but not for dephosphorylation of Rad53p, during recovery from the DNA damage checkpoint; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; required for cisplatin resistance; homolog of mammalian R2	protein dephosphorylation, cellular response to DNA damage stimulus, regulation of cell cycle	enzyme regulator activity	nucleus, cytoplasm	psy4 null	15	H	8	
[DPI-2]	6	6	YOR202W	HIS3-BLANK	-	-	-	-	-	WT	-	-	-	
[DPI-2]	6	7	YLR052W	IES3	-	Subunit of the INO80 chromatin remodeling complex	telomere organization, chromatin organization, DNA recombination	molecular_function	nucleus, chromosome	ies3 null	15	I	6	
[DPI-2]	6	8	YJL095W	BCK1	mitogen-activated protein kinase kinase kinase BCK1|SSP31|SLK1|SAP3|LAS3	MAPKKK acting in the protein kinase C signaling pathway; the kinase C signaling pathway controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p; MAPKKK is an acronym for mitogen-activated protein (MAP) kinase kinase kinase	response to chemical, protein phosphorylation, cell wall organization or biogenesis, signaling	kinase activity, transferase activity, signal transducer activity	cellular bud, site of polarized growth, cytoplasm	bck1 null	15	K	12	
[DPI-2]	6	9	YKL003C	MRP17	mitochondrial 37S ribosomal protein YmS16	Mitochondrial ribosomal protein of the small subunit; MRP17 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator	mitochondrial translation, mitochondrion organization	structural molecule activity, structural constituent of ribosome	ribosome, mitochondrion, cytoplasm	mrp17 null	15	M	15	
[DPI-2]	6	10	YJL003W	COX16	-	Mitochondrial inner membrane protein; required for assembly of cytochrome c oxidase	mitochondrion organization, protein complex biogenesis	molecular_function	membrane, mitochondrial envelope, mitochondrion, cytoplasm	cox16 null	16	D	22	
[DPI-2]	6	11	YOR375C	GDH1	glutamate dehydrogenase (NADP(+)) GDH1|DHE4|GDHA|GDH-A|URE1	NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh3p; expression regulated by nitrogen and carbon sources; GDH1 has a paralog, GDH3, that arose from the whole genome duplication	cellular amino acid metabolic process	oxidoreductase activity	nucleus, cytoplasm	gdh1 null	16	E	18	
[DPI-2]	6	12	YNL216W	RAP1	DNA-binding transcription factor RAP1|TUF1|TBA1|GRF1	Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation, repression, chromatin silencing, telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain, central region with homology to Myb DNA binding domain, and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters	chromatin organization, generation of precursor metabolites and energy, monocarboxylic acid metabolic process, nucleobase-containing small molecule metabolic process, transcription from RNA polymerase II promoter, carbohydrate metabolic process, cofactor metabolic process, telomere organization, cellular response to DNA damage stimulus	chromatin binding, nucleic acid binding transcription factor activity, DNA binding, transcription factor activity, protein binding, transcription factor binding	nucleus, chromosome, cytoplasm	rap1-1	N/A	N/A	N/A	
[DPI-2]	7	1	YDL220C	CDC13	telomere-binding protein CDC13|EST4	Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase, telomere end protection, conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes, essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle	telomere organization, regulation of organelle organization, regulation of DNA metabolic process	DNA binding, enzyme regulator activity	nucleus, chromosome	cdc13-1	N/A	N/A	N/A	
[DPI-2]	7	2	YHR164C	DNA2	bifunctional ATP-dependent DNA helicase/ssDNA endodeoxyribonuclease DNA2|WEB2	Tripartite DNA replication factor; single-stranded DNA-dependent ATPase, ATP-dependent nuclease, helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant	meiotic cell cycle, DNA repair, telomere organization, DNA replication, cellular response to DNA damage stimulus	hydrolase activity, ATPase activity, helicase activity, nuclease activity	nucleus, chromosome, cytoplasm	dna2-1	N/A	N/A	N/A	
[DPI-2]	7	3	YBR088C	POL30	proliferating cell nuclear antigen|PCNA	Proliferating cell nuclear antigen (PCNA); functions as the sliding replication clamp for DNA polymerase delta; may function as a docking site for other proteins required for mitotic and meiotic chromosomal DNA replication and for DNA repair; PCNA ubiquitination at K164 plays a crucial role during Okazaki fragment processing	mitotic cell cycle, meiotic cell cycle, DNA repair, organelle fission, chromatin organization, DNA replication, cellular response to DNA damage stimulus, chromosome segregation, regulation of DNA metabolic process	enzyme regulator activity	nucleus, chromosome	pol30-RR	N/A	N/A	N/A	
[DPI-2]	7	4	YMR190C	SGS1	ATP-dependent DNA helicase SGS1	RecQ family nucleolar DNA helicase; role in genome integrity maintenance, chromosome synapsis, meiotic joint molecule/crossover formation; stimulates activity of Top3p; rapidly lost in response to rapamycin in Rrd1p-dependent manner; forms nuclear foci upon DNA replication stress; yeast SGS1 complements mutations in human homolog BLM implicated in Bloom syndrome; also similar to human WRN implicated in Werner syndrome; human BLM and WRN can each complement yeast null mutant	mitotic cell cycle, meiotic cell cycle, organelle fission, DNA replication, DNA recombination, DNA repair, telomere organization, regulation of organelle organization, cellular response to DNA damage stimulus, chromosome segregation, regulation of DNA metabolic process, regulation of cell cycle	hydrolase activity, helicase activity, ATPase activity	nucleus, chromosome, nucleolus	sgs1-hd	N/A	N/A	N/A	
[DPI-2]	7	5	YJL092W	SRS2	DNA helicase SRS2|HPR5|RADH1|RADH	DNA helicase and DNA-dependent ATPase; involved in DNA repair and checkpoint recovery, needed for proper timing of commitment to meiotic recombination and transition from Meiosis I to II; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates activity of the Mus81p-Mms4p endonuclease, independently of Srs2p catalytic activity; functional homolog of human RTEL1	DNA repair, cellular response to DNA damage stimulus, DNA recombination, regulation of DNA metabolic process	hydrolase activity, enzyme regulator activity, helicase activity	nucleus	srs2-KA	N/A	N/A	N/A	
[DPI-2]	7	6	YJL092W	SRS2	DNA helicase SRS2|HPR5|RADH1|RADH	DNA helicase and DNA-dependent ATPase; involved in DNA repair and checkpoint recovery, needed for proper timing of commitment to meiotic recombination and transition from Meiosis I to II; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates activity of the Mus81p-Mms4p endonuclease, independently of Srs2p catalytic activity; functional homolog of human RTEL1	DNA repair, cellular response to DNA damage stimulus, DNA recombination, regulation of DNA metabolic process	hydrolase activity, enzyme regulator activity, helicase activity	nucleus	srs2-KR	N/A	N/A	N/A	
[DPI-2]	7	7	YAR007C	RFA1	replication factor A subunit protein RFA1|RPA70|RPA1|FUN3|BUF2	Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia	meiotic cell cycle, DNA repair, telomere organization, organelle fission, DNA replication, cellular response to DNA damage stimulus, protein modification by small protein conjugation or removal, DNA recombination	RNA binding, DNA binding, mRNA binding	nucleus, chromosome, cytoplasm	rfa1 null	N/A	N/A	N/A	
[DPI-2]	7	8	YMR190C	SGS1	ATP-dependent DNA helicase SGS1	RecQ family nucleolar DNA helicase; role in genome integrity maintenance, chromosome synapsis, meiotic joint molecule/crossover formation; stimulates activity of Top3p; rapidly lost in response to rapamycin in Rrd1p-dependent manner; forms nuclear foci upon DNA replication stress; yeast SGS1 complements mutations in human homolog BLM implicated in Bloom syndrome; also similar to human WRN implicated in Werner syndrome; human BLM and WRN can each complement yeast null mutant	mitotic cell cycle, meiotic cell cycle, organelle fission, DNA replication, DNA recombination, DNA repair, telomere organization, regulation of organelle organization, cellular response to DNA damage stimulus, chromosome segregation, regulation of DNA metabolic process, regulation of cell cycle	hydrolase activity, helicase activity, ATPase activity	nucleus, chromosome, nucleolus	sgs1- null664	N/A	N/A	N/A	
[DPI-2]	7	9	YML032C	RAD52	recombinase RAD52	Protein that stimulates strand exchange; stimulates strand exchange by facilitating Rad51p binding to single-stranded DNA; anneals complementary single-stranded DNA; involved in the repair of double-strand breaks in DNA during vegetative growth and meiosis and UV induced sister chromatid recombination	meiotic cell cycle, DNA repair, telomere organization, organelle fission, cellular response to DNA damage stimulus, DNA recombination	other	nucleus, chromosome	rad52-Y66A	N/A	N/A	N/A	
[DPI-2]	7	10	YBR136W YML058W	nucleus, chromosome	nucleus, chromosome	nucleus, chromosome	-	-	-	mec1 nullsml1 null	N/A	N/A	N/A	
[DPI-2]	7	11	YOR048C	RAT1	ssRNA exonuclease RAT1|XRN2|TAP1|HKE1	Nuclear 5' to 3' single-stranded RNA exonuclease; involved in RNA metabolism, including rRNA and snoRNA processing, as well as poly (A+) dependent and independent mRNA transcription termination; required for cotranscriptional pre-rRNA cleavage; displaces Cdk1p from elongating transcripts, especially as RNAPII reaches the poly(A) site, negatively regulates phosphorylation of the CTD of RNAPII, and inhibits RNAPII transcriptional elongation	snoRNA processing, ribosomal large subunit biogenesis, DNA-templated transcription, termination, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation, protein phosphorylation, rRNA processing, RNA catabolic process, regulation of protein modification process	RNA binding, hydrolase activity, mRNA binding, nuclease activity	nucleus, mitochondrion, cytoplasm	rat1-1	N/A	N/A	N/A	
[DPI-2]	7	12	YPL020C	ULP1	SUMO protease ULP1|NIB1	Protease that specifically cleaves Smt3p protein conjugates; required for cell cycle progression; associates with nucleoporins and may interact with septin rings during telophase; sequestered to the nucleolus under stress conditions	peptidyl-amino acid modification, mitotic cell cycle, protein modification by small protein conjugation or removal	peptidase activity, hydrolase activity	nucleus, nucleolus, endomembrane system	ulp1 null	NOT IN LIB	-	-	
[DPI-2]	8	1	YIL031W	ULP2	SUMO protease ULP2|SMT4	Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins; plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate; human homolog PML implicated in promyelocytic leukemia can partially complement yeast null mutant	peptidyl-amino acid modification, mitotic cell cycle, organelle fission, regulation of organelle organization, chromosome segregation, protein modification by small protein conjugation or removal, regulation of cell cycle	peptidase activity, hydrolase activity	nucleus	ulp2 null	NOT IN LIB	-	-	
[DPI-2]	8	2	YOL133W	HRT1	SCF ubiquitin ligase complex subunit HRT1|HRT2|ROC1|RBX1	RING-H2 domain core subunit of multiple ubiquitin ligase complexes; subunit of Skp1-Cullin-F-box (SCF) that tethers the Cdc34p (E2) and Cdc53p (cullin) SCF subunits, and is required for degradation of Gic2p, Far1p, Sic1p and Cln2p; subunit of the Rtt101p-Mms1p-Mms22p ubiquitin ligase that stabilizes replication forks after DNA lesions; subunit of the Cul3p-Elc1p-Ela1p ubiquitin ligase involved in Rpb1p degradation as part of transcription-coupled repair	mitotic cell cycle, protein modification by small protein conjugation or removal, proteolysis involved in cellular protein catabolic process	protein binding, bridging, transferase activity	nucleus, cytoplasm	hrt1 null	NOT IN LIB	-	-	
[DPI-2]	8	3	YAL034W-A	MTW1	MIND complex subunit MTW1|NSL2|DSN3	Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)	chromosome segregation	molecular_function	nucleus, cytoskeleton, chromosome	mtw1 null	NOT IN LIB	-	-	
[DPI-2]	8	4	-	nucleus, cytoskeleton, chromosome	nucleus, cytoskeleton, chromosome	nucleus, cytoskeleton, chromosome	-	-	-	-	-	-	-	
[DPI-2]	8	5	-	-	-	-	-	-	-	-	-	-	-	
[DPI-2]	8	6	-	-	-	-	-	-	-	-	-	-	-	
[DPI-2]	8	7	-	-	-	-	-	-	-	-	-	-	-	
[DPI-2]	8	8	-	-	-	-	-	-	-	-	-	-	-	
[DPI-2]	8	9	-	-	-	-	-	-	-	-	-	-	-	
[DPI-2]	8	10	-	-	-	-	-	-	-	-	-	-	-	
[DPI-2]	8	11	-	-	-	-	-	-	-	-	-	-	-	
[DPI-2]	8	12	-	-	-	-	-	-	-	-	-	-	-	
[-]	-	-	-	-	-	-	-	-	-	-	-	-	-	
[-]	-	-	-	-	-	-	-	-	-	-	-	-	-	
[-]	-	-	-	-	-	-	-	-	-	-	-	-	-	
[-]	-	-	-	-	-	-	-	-	-	-	-	-	-	
[-]	-	-	-	-	-	-	-	-	-	-	-	-	-	
