heterozygous essentials b isolates			release 1										
Synced to SGD on Sat Jul  8 00:51:41 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	record no.	strain	rg notes	db notes	
404	E	6	YKL052C	ASK1	-	Essential subunit of the Dam1 complex (aka DASH complex); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; phosphorylated during the cell cycle by cyclin-dependent kinases; sumoylated in an Mms21p-dependent manner; protein abundance increases in response to DNA replication stress	mitotic cell cycle, organelle fission, cytoskeleton organization, regulation of organelle organization, protein complex biogenesis, chromosome segregation, regulation of cell cycle	cytoskeletal protein binding	nucleus, chromosome	24901	chr11_1	-	-	
404	E	7	YKL058W	TOA2	transcription initiation factor IIA subunit gamma	TFIIA small subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; required, along with Toa1p, for ribosomal protein gene transcription in vivo; homologous to smallest subunit of human and Drosophila TFIIA; protein abundance increases in response to DNA replication stress	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	transcription factor activity, protein binding, transcription factor binding	nucleus	24907	chr11_1	-	-	
404	E	8	YKL059C	MPE1	cleavage polyadenylation factor subunit MPE1	Essential conserved subunit of CPF cleavage and polyadenylation factor; plays a role in 3' end formation of mRNA via the specific cleavage and polyadenylation of pre-mRNA; contains a ubiquitin-like (UBL) domain, a RNA-binding zinc knuckle motif and a RING finger domain; both the zinc knuckle and RING finger are required for pre-mRNA binding; possible role in ubiquitination of Pap1p; relocalizes to the cytosol in response to hypoxia	protein modification by small protein conjugation or removal, mRNA processing	RNA binding	nucleus, cytoplasm	24908	chr11_1	-	-	
404	E	9	YKL060C	FBA1	fructose-bisphosphate aldolase FBA1|LOT1	Fructose 1,6-bisphosphate aldolase; required for glycolysis and gluconeogenesis; catalyzes conversion of fructose 1,6 bisphosphate to glyceraldehyde-3-P and dihydroxyacetone-P; locates to mitochondrial outer surface upon oxidative stress; N-terminally propionylated in vivo	carbohydrate metabolic process, cofactor metabolic process, nucleobase-containing small molecule metabolic process, generation of precursor metabolites and energy, monocarboxylic acid metabolic process	lyase activity	mitochondrion, cytoplasm	24909	chr11_1	-	-	
404	E	10	YKL078W	DHR2	RNA helicase	Predominantly nucleolar DEAH-box ATP-dependent RNA helicase; required for 18S rRNA synthesis	rRNA processing, ribosomal small subunit biogenesis	helicase activity, hydrolase activity	nucleus, nucleolus	24927	chr11_1	-	-	
404	E	11	YKL083W	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified essential gene RRP14	biological_process	molecular_function	membrane	24932	chr11_1	-	-	
404	E	12	YKL088W	CAB3	phosphopantothenoylcysteine decarboxylase complex subunit CAB3	Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p, Sis2p, Vhs3p, while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p, Cab3p, Cab4p, and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC	cofactor metabolic process, nucleobase-containing small molecule metabolic process, response to osmotic stress	lyase activity	cytoplasm	24937	chr11_1	-	-	
404	F	1	YKL089W	MIF2	-	Protein required for structural integrity of elongating spindles; localizes to the kinetochore; interacts with histones H2A, H2B, and H4; phosphorylated by Ipl1p; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-C and fission yeast cnp3	mitotic cell cycle, organelle fission, cytoskeleton organization, chromosome segregation	DNA binding	nucleus, chromosome	24938	chr11_1	-	-	
404	F	2	YKL095W	YJU2	mRNA splicing protein YJU2|CWC16	Essential protein required for pre-mRNA splicing; associates transiently with the spliceosomal NTC ("nineteen complex") and acts after Prp2p to promote the first catalytic reaction of splicing	RNA splicing, mRNA processing	other	nucleus	24944	chr11_1		met- did not mate	
404	F	3	YKL099C	UTP11	rRNA-processing protein UTP11	Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit	rRNA processing, ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus	24949	chr11_2	-	-	
404	F	4	YKL104C	GFA1	glutamine--fructose-6-phosphate transaminase (isomerizing) GFA1	Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region, comprising ORFs YMR084W-YMR085W, that arose from the whole genome duplication	carbohydrate metabolic process, cell wall organization or biogenesis	transferase activity	cellular_component	24954	chr11_2	-	-	
404	F	5	YKL108W	SLD2	DRC1	Single-stranded DNA origin-binding and annealing protein; required for initiation of DNA replication; phosphorylated in S phase by cyclin-dependent kinases (Cdks), promoting origin binding, DNA replication and Dpb11p complex formation; component of the preloading complex; binds the Mcm2-7p complex to prevent inappropriate Mcm2-7p interaction with the GINS complex in G1; required for S phase checkpoint; relative distribution to the nucleus increases upon DNA replication stress	mitotic cell cycle, DNA repair, DNA replication, cellular response to DNA damage stimulus, protein complex biogenesis, DNA recombination, regulation of cell cycle	DNA binding	nucleus, cytoplasm	24958	chr11_2	-	-	
404	F	6	YKL111C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified essential gene ABF1	biological_process	molecular_function	cellular_component	24961	chr11_2	-	-	
404	F	7	YKL112W	ABF1	GFI|SBF-B|DNA-binding protein ABF1|SBF1|REB2|OBF1|BAF1	DNA binding protein with possible chromatin-reorganizing activity; involved in transcriptional activation, gene silencing, and DNA replication and repair	DNA repair, chromatin organization, DNA replication, cellular response to DNA damage stimulus, transcription from RNA polymerase II promoter	nucleic acid binding transcription factor activity, DNA binding	nucleus	24962	chr11_2	-	-	
404	F	8	YKL122C	SRP21	signal recognition particle subunit SRP21	Subunit of the signal recognition particle (SRP); SRP functions in protein targeting to the endoplasmic reticulum membrane; not found in mammalian SRP; forms a pre-SRP structure in the nucleolus that is translocated to the cytoplasm	protein targeting, transmembrane transport	molecular_function	nucleus, cytoplasm	24972	chr11_2	-	-	
404	F	9	YKL125W	RRN3	rDNA-binding RNA polymerase I transcriptional factor	Protein required for transcription of rDNA by RNA polymerase I; transcription factor independent of DNA template; involved in recruitment of RNA polymerase I to rDNA; structure reveals unique HEAT repeat fold and a surface serine patch; phosphorylation of serine patch impairs cell growth and reduces RNA polymerase I binding in vitro and RNA polymerase I recruitment to the rDNA gene in vivo	transcription from RNA polymerase I promoter, DNA-templated transcription, initiation	enzyme binding, DNA binding, transcription factor activity, protein binding, transcription factor binding	nucleus, nucleolus	24975	chr11_2	-	-	
404	F	10	YKL144C	RPC25	DNA-directed RNA polymerase III subunit RPC25|C25|YKL1	RNA polymerase III subunit C25; required for transcription initiation; forms a heterodimer with Rpc17p; paralog of Rpb7p	DNA-templated transcription, initiation, transcription from RNA polymerase III promoter	transferase activity, nucleotidyltransferase activity	nucleus	24994	chr11_2	-	-	
404	F	11	YKL145W	RPT1	proteasome regulatory particle base subunit RPT1|YTA3|CIM5	ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; required for optimal CDC20 transcription; interacts with Rpn12p and Ubr1p; mutant has aneuploidy tolerance	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter, proteolysis involved in cellular protein catabolic process, protein complex biogenesis	ATPase activity, hydrolase activity	other	24995	chr11_2	-	-	
404	F	12	YKL152C	GPM1	phosphoglycerate mutase GPM1	Tetrameric phosphoglycerate mutase; mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeogenesis	carbohydrate metabolic process, cofactor metabolic process, generation of precursor metabolites and energy, monocarboxylic acid metabolic process, nucleobase-containing small molecule metabolic process	isomerase activity	mitochondrion, mitochondrial envelope, cytoplasm	25002	chr11_2	-	-	
404	G	1	YKL153W	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription of both YLK153W and the overlapping essential gene GPM1 is reduced in the gcr1 null mutant	biological_process	molecular_function	cellular_component	25003	chr11_2	-	-	
404	G	2	YKL154W	SRP102	Signal recognition particle receptor subunit beta	Signal recognition particle (SRP) receptor beta subunit; involved in SRP-dependent protein targeting; anchors the alpha subunit, Srp101p to the ER membrane	protein targeting	GTPase activity, hydrolase activity, ion binding	endomembrane system, membrane, endoplasmic reticulum, cytoplasm	25004	chr11_2	-	-	
404	G	3	YKL165C	MCD4	mannose-ethanolamine phosphotransferase MCD4|FSR2|SSU21|ZRG16	Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol	ion transport, nucleobase-containing compound transport, lipid metabolic process, protein lipidation	transferase activity	endomembrane system, vacuole, cell wall, membrane, endoplasmic reticulum, cytoplasm	25015	chr11_2	-	-	
404	G	4	YKL172W	EBP2	-	Required for 25S rRNA maturation and 60S ribosomal subunit assembly; localizes to the nucleolus and in foci along nuclear periphery; constituent of 66S pre-ribosomal particles; cooperates with Rrs1p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering	organelle fission, rRNA processing	RNA binding, mRNA binding	nucleus, nucleolus	25022	chr11_2	-	-	
404	G	5	YKL173W	SNU114	U5 snRNP GTPase SNU114|GIN10	GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2	RNA splicing, mRNA processing	RNA binding, GTPase activity, hydrolase activity	nucleus	25023	chr11_2	-	-	
404	G	6	YKL180W	RPL17A	uL22|ribosomal 60S subunit protein L17A|L22|YL17|L20A|L17A|RPL17	Ribosomal 60S subunit protein L17A; required for processing of 27SB pre-rRNA and formation of stable 66S assembly intermediates; copurifies with the Dam1 complex (aka DASH complex); homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17A has a paralog, RPL17B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress	cytoplasmic translation, rRNA processing, ribosomal large subunit biogenesis	structural molecule activity, structural constituent of ribosome	ribosome, cytoplasm	25030	chr11_2	-	-	
404	G	7	YKL186C	MTR2	-	mRNA transport regulator; essential nuclear protein; Mex67p and Mtr2p form a mRNA export complex which binds to RNA	ribosomal subunit export from nucleus, nucleobase-containing compound transport, nuclear transport	other	nucleus, membrane, endomembrane system	25036	chr11_2	-	-	
404	G	8	YKL189W	HYM1	-	Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with Kic1p and Sog2p, localizes to sites of polarized growth during budding and during the mating response	cell morphogenesis, cell budding	molecular_function	cellular bud, site of polarized growth	25039	chr11_2	-	-	
404	G	9	YKL139W	CTK1	cyclin-dependent serine/threonine protein kinase CTK1	Catalytic (alpha) subunit of C-terminal domain kinase I (CTDK-I); phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity; required for H3K36 trimethylation but not dimethylation by Set2p; suggested stimulatory role in 80S formation during translation initiation; similar to the Drosophila dCDK12 and human CDK12 and probably CDK13	transcription from RNA polymerase I promoter, peptidyl-amino acid modification, translational initiation, regulation of translation, protein phosphorylation, translational elongation, mRNA processing, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation	kinase activity, transferase activity	nucleus, nucleolus	24989	chr11_2	-	-	
404	G	10	YKL141W	SDH3	succinate dehydrogenase cytochrome b subunit SDH3|YKL4|CYB3	Subunit of succinate dehydrogenase and of TIM22 translocase; functions as cytochrome b subunit of succinate dehydrogenase, which couples oxidation of succinate to transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; also required for mitochondrial inner membrane protein import as part of the TIM22 complex; SDH3 has a paralog, SHH3, that arose from the whole genome duplication	protein targeting, mitochondrion organization, transmembrane transport, generation of precursor metabolites and energy, cellular respiration	oxidoreductase activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	24991	chr11_2	-	-	
404	G	11	YKL181W	PRS1	ribose phosphate diphosphokinase subunit PRS1|PRP1	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; plays a key role in cell wall integrity (CWI) pathway; one of five related enzymes, which are active as heteromultimeric complexes; missense mutations in human homolog PRPS1 are associated with neuropathic Arts syndrome and Charcot-Marie Tooth (CMTX5) disease	cell wall organization or biogenesis	transferase activity	cytoplasm	25031	chr11_2	-	-	
404	G	12	YKL182W	FAS1	tetrafunctional fatty acid synthase subunit FAS1	Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacylase, and palmitoyl transacylase activities	lipid metabolic process, monocarboxylic acid metabolic process	lyase activity, transferase activity, oxidoreductase activity	mitochondrion, cytoplasm	25032	chr11_2	-	-	
404	H	1	YGR029W	ERV1	flavin-linked sulfhydryl oxidase	Flavin-linked sulfhydryl oxidase of the mitochondrial IMS; N-terminus is an intrinsically disordered domain that in the cytosol helps target Erv1p to mitochondria, and in the intermembrane space oxidizes Mia40p as part of a disulfide relay system that promotes intermembrane space retention of imported proteins; functional ortholog of human GFER (ALR); human GFER carrying N-terminal 21 amino acids of Erv1p functionally complements the lethality of the erv1 null mutation	response to chemical, protein targeting, mitochondrion organization, transmembrane transport, response to oxidative stress, cellular ion homeostasis	oxidoreductase activity	mitochondrion, mitochondrial envelope, cytoplasm	24659	chr7_4	-	-	
404	H	2	YGR030C	POP6	ribonuclease P/MRP protein subunit POP6	Subunit of RNase MRP, nuclear RNase P and telomerase; forms a soluble heterodimer with Pop7p that binds P3 domain of RNase MRP and RNase P RNAs; RNase MRP cleaves pre-rRNA, nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs, while telomerase replenishes telomeric DNA; relocalizes to the cytosol in response to hypoxia	snoRNA processing, rRNA processing, RNA catabolic process, tRNA processing	RNA binding, hydrolase activity, rRNA binding, nuclease activity	nucleus, nucleolus, cytoplasm	24660	chr7_4	-	-	
404	H	3	YGR047C	TFC4	transcription factor TFIIIC subunit TFC4|tau 131|PCF1	Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102	transcription from RNA polymerase III promoter	nucleic acid binding transcription factor activity, DNA binding, transcription factor activity, protein binding	nucleus, cytoplasm	24677	chr7_4	-	-	
404	H	4	YGR060W	ERG25	methylsterol monooxygenase	C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression	lipid metabolic process	oxidoreductase activity	membrane, endomembrane system, endoplasmic reticulum, plasma membrane, cytoplasm	24690	chr7_4	-	-	
404	H	6	YGR065C	VHT1	-	High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin	ion transport	other	membrane, plasma membrane	24695	chr7_4	-	-	
404	H	7	YGR073C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensively overlaps essential SMD1 gene encoding a U6 snRNP protein	biological_process	molecular_function	cellular_component	24703	chr7_4	-	-	
404	H	8	YGR074W	SMD1	mRNA splicing protein SMD1|SPP92	Core Sm protein Sm D1; part of heteroheptameric complex (with Smb1p, Smd2p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; relocalizes to the cytosol in response to hypoxia; homolog of human Sm D1; protein abundance increases in response to DNA replication stress	RNA splicing, mRNA processing	RNA binding, mRNA binding	nucleus, cytoplasm	24704	chr7_4	-	-	
404	H	9	YGR075C	PRP38	U4/U6-U5 snRNP complex subunit PRP38	Unique component of the U4/U6.U5 tri-snRNP particle; tri-snRNP is required for conformational changes which result in the catalytic activation of the spliceosome; dispensable for spliceosome assembly	RNA splicing, mRNA processing	molecular_function	nucleus	24705	chr7_4	-	-	
404	H	10	YGR083C	GCD2	translation initiation factor eIF2B subunit delta|GCD12	Delta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression	translational initiation, regulation of translation	guanyl-nucleotide exchange factor activity, RNA binding, translation factor activity, RNA binding, enzyme regulator activity	cytoplasm	24713	chr7_4		met- did not mate	
404	H	11	YGR090W	UTP22	rRNA-processing protein UTP22	Component of the small-subunit processome; required for nuclear export of tRNAs; may facilitate binding of Utp8p to aminoacylated tRNAs and their delivery to Los1p for export; conserved from yeast to mammals	rRNA processing, nucleobase-containing compound transport, nuclear transport, ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus	24720	chr7_4	-	-	
404	H	12	YGR091W	PRP31	U4/U6-U5 snRNP complex subunit PRP31	Splicing factor; component of the U4/U6-U5 snRNP complex	RNA splicing, mRNA processing	molecular_function	nucleus, mitochondrion, cytoplasm	24721	chr7_4	-	-	
405	A	1	YGR094W	VAS1	valine--tRNA ligase	Mitochondrial and cytoplasmic valyl-tRNA synthetase; human homolog VARS2 implicated in mitochondrial diseases, can partially complement yeast null mutant	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	ligase activity	mitochondrion, cytoplasm	24724	chr7_4	-	-	
405	A	2	YGR095C	RRP46	exosome non-catalytic core subunit RRP46	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp46p (EXOSC5)	RNA catabolic process, snoRNA processing, rRNA processing	molecular_function	nucleus, cytoplasm	24725	chr7_4	-	-	
405	A	3	YGR098C	ESP1	separase	Separase, a caspase-like cysteine protease; promotes sister chromatid separation by mediating dissociation of the cohesin Scc1p from chromatin; inhibits protein phosphatase 2A-Cdc55p to promote mitotic exit; inhibited by Pds1p; relative distribution to the nucleus increases upon DNA replication stress	mitotic cell cycle, organelle fission, protein dephosphorylation, cytoskeleton organization, regulation of organelle organization, chromosome segregation, regulation of protein modification process, regulation of cell cycle	peptidase activity, hydrolase activity	nucleus, cytoskeleton, mitochondrion, cytoplasm	24728	chr7_4	-	-	
405	A	4	YGR099W	TEL2	-	Subunit of the ASTRA complex, involved in chromatin remodeling; subunit of the telomere cap complex DNA-binding protein specific to single-stranded yeast telomeric DNA repeats, required for telomere length regulation and telomere position effect; involved in the stability or biogenesis of PIKKs such as TORC1	telomere organization	DNA binding	nucleus, chromosome	24729	chr7_4	-	-	
405	A	6	YGR103W	NOP7	mRNA-binding ribosome synthesis protein NOP7|YPH1	Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub>0</sub> and the initiation of cell proliferation	DNA replication, rRNA processing, ribosomal large subunit biogenesis, ribosomal small subunit biogenesis	RNA binding, mRNA binding	nucleus, nucleolus	24733	chr7_4	-	-	
405	A	7	YGR113W	DAM1	-	Essential subunit of the Dam1 complex (aka DASH complex); cooperates with Duo1p to connect the DASH complex with the microtubules (MT); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; Ipl1p target for regulating kinetochore-MT attachments	cytoskeleton organization, regulation of organelle organization, protein complex biogenesis, chromosome segregation, regulation of cell cycle	cytoskeletal protein binding	nucleus, chromosome	24743	chr7_4	-	-	
405	A	8	YGR114C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps 5' end of the essential gene SPT6	biological_process	molecular_function	membrane	24744	chr7_4	-	-	
405	A	9	YGR115C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified and essential ORF SPT6/YGR115C	biological_process	molecular_function	membrane	24745	chr7_4	-	-	
405	A	10	YGR119C	NUP57	FG-nucleoporin NUP57	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup49p)	protein targeting, nuclear transport, nucleus organization	structural molecule activity	nucleus, membrane, endomembrane system	24749	chr7_4	-	-	
405	A	11	YGR120C	COG2	Golgi transport complex subunit COG2|SEC35	Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments; the components of the Golgi complex are Gog1p through Cog8p	Golgi vesicle transport, protein targeting	molecular_function	membrane, endomembrane system, cytoplasm, Golgi apparatus	24750	chr7_4	-	-	
405	A	12	YOR098C	NUP1	FG-nucleoporin NUP1	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153	protein targeting, ribosomal subunit export from nucleus, nucleobase-containing compound transport, nuclear transport	structural molecule activity	nucleus, endomembrane system, membrane	22354	chr15_2	-	-	
405	B	1	YOR102W	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensively overlaps essential OST2 gene encoding a subunit of the ER lumen oligosaccharyltransferase complex	biological_process	molecular_function	cellular_component	22358	chr15_2	-	-	
405	B	2	YOR110W	TFC7	transcription factor TFIIIC subunit TFC7|tau 55	RNA pol III transcription initiation factor complex (TFIIIC) subunit; part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; TFC7 has a paralog, YNL108C, that arose from the whole genome duplication	transcription from RNA polymerase III promoter	phosphatase activity, nucleic acid binding transcription factor activity, DNA binding, transcription factor activity, protein binding, hydrolase activity	nucleus	22366	chr15_2	-	-	
405	B	3	YOR116C	RPO31	DNA-directed RNA polymerase III core subunit RPO31|C160|RPC160|RPC1	RNA polymerase III largest subunit C160; part of core enzyme; similar to bacterial beta-prime subunit and to RPA190 and RPO21	transcription from RNA polymerase III promoter	transferase activity, nucleotidyltransferase activity	nucleus	22372	chr15_2	-	-	
405	B	4	YOR117W	RPT5	proteasome regulatory particle base subunit RPT5|YTA1	ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter, proteolysis involved in cellular protein catabolic process, protein complex biogenesis	ATPase activity, hydrolase activity	other	22373	chr15_2	-	-	
405	B	5	YOR119C	RIO1	protein kinase RIO1|RRP10	Serine kinase involved in cell cycle regulation and rDNA integrity; associated with late pre-40S particles via its conserved C-terminal domain and participates in late 40S biogenesis; association with pre-40S particles regulated by its catalytic ATPase site and likely occurs after the release of Rio2p from these particles; involved in cell cycle progression and processing of the 20S pre-rRNA into mature 18S rRNA; phosphorylates Rpa43p in anaphase to remove Pol I from rDNA	transcription from RNA polymerase I promoter, mitotic cell cycle, protein phosphorylation, organelle fission, rRNA processing, regulation of organelle organization, ribosomal small subunit biogenesis, regulation of cell cycle	kinase activity, transferase activity	nucleus, chromosome, nucleolus, cytoplasm	22375	chr15_2	-	-	
405	B	6	YOR122C	PFY1	profilin|CLS5|PRF1	Profilin; binds actin, phosphatidylinositol 4,5-bisphosphate, and polyproline regions; involved in cytoskeleton organization; required for normal timing of actin polymerization in response to thermal stress; protein abundance increases in response to DNA replication stress; highly conserved protein; human PFN1 (profilin 1) complements temperature sensitive pfy1 mutants, PFN1 mutations are a rare cause of ALS	cytoskeleton organization, regulation of organelle organization, protein complex biogenesis	lipid binding, cytoskeletal protein binding, ion binding	membrane, cytoplasm, plasma membrane	22378	chr15_2	-	-	
405	B	7	YOR143C	THI80	thiamine diphosphokinase	Thiamine pyrophosphokinase; phosphorylates thiamine to produce the coenzyme thiamine pyrophosphate (thiamine diphosphate)	cofactor metabolic process	transferase activity	cytoplasm	22399	chr15_2	-	-	
405	B	8	YOR145C	PNO1	RRP20|DIM2	Essential nucleolar protein required for pre-18S rRNA processing; interacts with Dim1p, an 18S rRNA dimethyltransferase, and also with Nob1p, which is involved in proteasome biogenesis; contains a KH domain	rRNA processing, ribosomal small subunit biogenesis, protein complex biogenesis	unfolded protein binding	nucleus, nucleolus	22401	chr15_2	-	-	
405	B	9	YOR146W	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene PNO1/YOR145C	biological_process	molecular_function	cellular_component	22402	chr15_2	-	-	
405	B	10	YOR148C	SPP2	-	Essential protein that promotes the first step of splicing; required for the final stages of spliceosome maturation and activation; interacts with Prp2p, which may release Spp2p from the spliceosome following the first cleavage reaction; stimulates Prp2p ATPase activity	RNA splicing, mRNA processing	enzyme regulator activity	nucleus	22404	chr15_2	-	-	
405	B	11	YOR149C	SMP3	glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase|SAP2|LAS2	Alpha 1,2-mannosyltransferase; involved in glycosyl phosphatidyl inositol (GPI) biosynthesis; required for addition of the fourth, side branching mannose to the GPI core structure	lipid metabolic process, protein lipidation	transferase activity, transferring glycosyl groups, transferase activity	endomembrane system, membrane, endoplasmic reticulum, cytoplasm	22405	chr15_2	-	-	
405	B	12	YOR151C	RPB2	DNA-directed RNA polymerase II core subunit RPB2|B150|SOH2|SIT2|RPO22|RPB150	RNA polymerase II second largest subunit B150; part of central core; similar to bacterial beta subunit	transcription from RNA polymerase II promoter	RNA binding, transferase activity, nucleotidyltransferase activity, DNA binding, mRNA binding	nucleus, mitochondrion, cytoplasm	22407	chr15_2	-	-	
405	C	1	YJL074C	SMC3	cohesin subunit SMC3	Subunit of the multiprotein cohesin complex; required for sister chromatid cohesion in mitotic cells; also required, with Rec8p, for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member	mitotic cell cycle, meiotic cell cycle, DNA repair, organelle fission, sporulation, cellular response to DNA damage stimulus, chromosome segregation, DNA recombination	hydrolase activity, ATPase activity	nucleus, chromosome	21349	chr10_2	-	-	
405	C	2	YOR159C	SME1	mRNA splicing protein SME1|Sm E|SmE	Core Sm protein Sm E; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm E	RNA splicing, mRNA processing	molecular_function	nucleus	22415	chr15_2	-	-	
405	C	3	YJL076W	NET1	SRM8|CFI1|ESC5	Core subunit of the RENT complex; involved in nucleolar silencing and telophase exit; stimulates transcription by RNA polymerase I and regulates nucleolar structure; NET1 has a paralog, TOF2, that arose from the whole genome duplication	mitotic cell cycle, organelle fission, chromatin organization, regulation of organelle organization, nucleus organization, regulation of cell cycle	DNA binding	nucleus, nucleolus	21347	chr10_2		met- did not mate	
405	C	4	YOR168W	GLN4	glutamine--tRNA ligase	Glutamine tRNA synthetase; monomeric class I tRNA synthetase that catalyzes the specific glutaminylation of tRNA(Gln); N-terminal domain proposed to be involved in enzyme-tRNA interactions	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	RNA binding, mRNA binding, ligase activity	mitochondrion, cytoplasm	22424	chr15_2	-	-	
405	C	5	YOR169C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene GLN4/YOR168W	biological_process	molecular_function	cellular_component	22425	chr15_2	-	-	
